paper_id,title,authors,year,venue,doi,preprint_id,url,source_database,abstract,model_family,downstream_application,omics_modality
pmid_37398158,Unbiased single-cell morphology with self-supervised vision transformers.,Doron Michael; Moutakanni Theo; Chen Zitong S; Moshkov Nikita; Caron Mathilde,2023,bioRxiv : the preprint server for biology,10.1101/2023.06.16.545359,,https://pubmed.ncbi.nlm.nih.gov/37398158/,PubMed,"Accurately quantifying cellular morphology at scale could substantially empower existing single-cell approaches. However, measuring cell morphology remains an active field of research, which has inspired multiple computer vision algorithms over the years. Here, we show that DINO, a vision-transformer based, self-supervised algorithm, has a remarkable ability for learning rich representations of cellular morphology without manual annotations or any other type of supervision. We evaluate DINO on a wide variety of tasks across three publicly available imaging datasets of diverse specifications and biological focus. We find that DINO encodes meaningful features of cellular morphology at multiple scales, from subcellular and single-cell resolution, to multi-cellular and aggregated experimental groups. Importantly, DINO successfully uncovers a hierarchy of biological and technical factors of variation in imaging datasets. The results show that DINO can support the study of unknown biological variation, including single-cell heterogeneity and relationships between samples, making it an excellent tool for image-based biological discovery.",hybrid_symbolic_statistical,cell_type_annotation,unspecified
pmid_34718418,CpG Transformer for imputation of single-cell methylomes.,De Waele Gaetan; Clauwaert Jim; Menschaert Gerben; Waegeman Willem,2022,Bioinformatics,10.1093/bioinformatics/btab746,,https://pubmed.ncbi.nlm.nih.gov/34718418/,PubMed,"The adoption of current single-cell DNA methylation sequencing protocols is hindered by incomplete coverage, outlining the need for effective imputation techniques. The task of imputing single-cell (methylation) data requires models to build an understanding of underlying biological processes. We adapt the transformer neural network architecture to operate on methylation matrices through combining axial attention with sliding window self-attention. The obtained CpG Transformer displays state-of-the-art performances on a wide range of scBS-seq and scRRBS-seq datasets. Furthermore, we demonstrate the interpretability of CpG Transformer and illustrate its rapid transfer learning properties, allowing practitioners to train models on new datasets with a limited computational and time budget. CpG Transformer is freely available at https://github.com/gdewael/cpg-transformer. Supplementary data are available at Bioinformatics online.",hybrid_symbolic_statistical,generation,Methylation/Epigenomics
ss_2823428bd13e9589813ad39c8c7097b61523e50c,Single Cell Inference of Cancer Drug Response Using Pathway‐Based Transformer Network,Yinghao Yao; Yuandong Xu; Yaru Zhang; Yuanyuan Gui; Qingshi Bai,2025,Small Methods,10.1002/smtd.202400991,,https://api.semanticscholar.org/graph/v1/paper/2823428bd13e9589813ad39c8c7097b61523e50c,SemanticScholar,"Accurate prediction of cancer drug responses is crucial for personalized therapy. Single‐cell RNA sequencing (scRNA‐seq) captures cellular heterogeneity and rare resistant populations, offering valuable insights into treatment responses. However, the distinct distributions of bulk RNA‐seq and scRNA‐seq data hinder the transfer of drug response knowledge from large‐scale cell line datasets. To address this, single‐cell Pathway Drug Sensitivity (scPDS) model is developed, a Transformer‐based deep learning method that predicts drug sensitivities from scRNA‐seq data through pathway activation transformation. By integrating bulk RNA‐seq data from extensive cell line datasets, scPDS improves accuracy and computational efficiency in scRNA‐seq analysis. It is demonstrated that scPDS outperforms state‐of‐the‐art methods in both time and memory consumption. When applied to breast cancer cells treated with bortezomib, scPDS showed that resistance increases initially but diminishes with prolonged exposure. The method also identifies drug‐sensitive populations in bortezomib‐resistant cells and predicts the efficacy of combination therapies, including docetaxel, gemcitabine, and irinotecan. Furthermore, scPDS successfully distinguishes between sensitive and resistant patients, predicting significantly different survival outcomes. In summary, scPDS offers a robust tool for predicting cellular responses, providing insights to optimize cancer treatment strategies.",perturbation_prediction,perturbation_prediction,scRNA-seq
ss_76371c0d4cbf715fd8423047b4c44fbf61096e21,MarsGT: Multi-omics analysis for rare population inference using single-cell graph transformer,Xiaoying Wang; Maoteng Duan; Jingxiang Li; A. Ma; Gang Xin,2024,Nature Communications,10.1038/s41467-023-44570-8,,https://api.semanticscholar.org/graph/v1/paper/76371c0d4cbf715fd8423047b4c44fbf61096e21,SemanticScholar,"Identifying rare cell populations is key to understanding cancer progression and response to therapy. Here, authors introduce MarsGT, an end-to-end deep learning model for rare cell population identification from scMulti-omics data. Rare cell populations are key in neoplastic progression and therapeutic response, offering potential intervention targets. However, their computational identification and analysis often lag behind major cell types. To fill this gap, we introduce MarsGT: Multi-omics Analysis for Rare population inference using a Single-cell Graph Transformer. It identifies rare cell populations using a probability-based heterogeneous graph transformer on single-cell multi-omics data. MarsGT outperforms existing tools in identifying rare cells across 550 simulated and four real human datasets. In mouse retina data, it reveals unique subpopulations of rare bipolar cells and a Müller glia cell subpopulation. In human lymph node data, MarsGT detects an intermediate B cell population potentially acting as lymphoma precursors. In human melanoma data, it identifies a rare MAIT-like population impacted by a high IFN-I response and reveals the mechanism of immunotherapy. Hence, MarsGT offers biological insights and suggests potential strategies for early detection and therapeutic intervention of disease.",graph_neural_network,"cell_type_annotation, multimodal_integration",unspecified
ss_6cbb93962fb72be5f601a3607481fbe8ddf54db9,Single-cell biological network inference using a heterogeneous graph transformer,A. Ma; Xiaoying Wang; Jingxiang Li; Cankun Wang; Tong Xiao,2023,Nature Communications,10.1038/s41467-023-36559-0,,https://api.semanticscholar.org/graph/v1/paper/6cbb93962fb72be5f601a3607481fbe8ddf54db9,SemanticScholar,"Single-cell multi-omics and deep learning could lead to the inference of biological networks across specific cell types. Here, the authors develop DeepMAPS, a deep learning, graph-based approach for cell-type specific network inference from single-cell multi-omics data that is tested on healthy and tumour tissue datasets. Single-cell multi-omics (scMulti-omics) allows the quantification of multiple modalities simultaneously to capture the intricacy of complex molecular mechanisms and cellular heterogeneity. Existing tools cannot effectively infer the active biological networks in diverse cell types and the response of these networks to external stimuli. Here we present DeepMAPS for biological network inference from scMulti-omics. It models scMulti-omics in a heterogeneous graph and learns relations among cells and genes within both local and global contexts in a robust manner using a multi-head graph transformer. Benchmarking results indicate DeepMAPS performs better than existing tools in cell clustering and biological network construction. It also showcases competitive capability in deriving cell-type-specific biological networks in lung tumor leukocyte CITE-seq data and matched diffuse small lymphocytic lymphoma scRNA-seq and scATAC-seq data. In addition, we deploy a DeepMAPS webserver equipped with multiple functionalities and visualizations to improve the usability and reproducibility of scMulti-omics data analysis.",multimodal_fusion,"cell_type_annotation, multimodal_integration","scRNA-seq, scATAC-seq, Protein/CITE-seq"
ss_59447739b7dda29ef919184cc8246cbbbd5e8938,STGRNS: an interpretable transformer-based method for inferring gene regulatory networks from single-cell transcriptomic data,Jing Xu; Aidi Zhang; Fang Liu; Xiujun Zhang,2023,Bioinform.,10.1093/bioinformatics/btad165,,https://api.semanticscholar.org/graph/v1/paper/59447739b7dda29ef919184cc8246cbbbd5e8938,SemanticScholar,"Abstract Motivation Single-cell RNA-sequencing (scRNA-seq) technologies provide an opportunity to infer cell-specific gene regulatory networks (GRNs), which is an important challenge in systems biology. Although numerous methods have been developed for inferring GRNs from scRNA-seq data, it is still a challenge to deal with cellular heterogeneity. Results To address this challenge, we developed an interpretable transformer-based method namely STGRNS for inferring GRNs from scRNA-seq data. In this algorithm, gene expression motif technique was proposed to convert gene pairs into contiguous sub-vectors, which can be used as input for the transformer encoder. By avoiding missing phase-specific regulations in a network, gene expression motif can improve the accuracy of GRN inference for different types of scRNA-seq data. To assess the performance of STGRNS, we implemented the comparative experiments with some popular methods on extensive benchmark datasets including 21 static and 27 time-series scRNA-seq dataset. All the results show that STGRNS is superior to other comparative methods. In addition, STGRNS was also proved to be more interpretable than “black box” deep learning methods, which are well-known for the difficulty to explain the predictions clearly. Availability and implementation The source code and data are available at https://github.com/zhanglab-wbgcas/STGRNS.",hybrid_symbolic_statistical,unspecified,scRNA-seq
ss_c38f6a68a8ad2c60313df4c9c972054e762d7ab9,CIForm as a Transformer-based model for cell-type annotation of large-scale single-cell RNA-seq data,Jing Xu; Aidi Zhang; Fang Liu; Liang Chen; Xiujun Zhang,2023,Briefings Bioinform.,10.1093/bib/bbad195,,https://api.semanticscholar.org/graph/v1/paper/c38f6a68a8ad2c60313df4c9c972054e762d7ab9,SemanticScholar,"Single-cell omics technologies have made it possible to analyze the individual cells within a biological sample, providing a more detailed understanding of biological systems. Accurately determining the cell type of each cell is a crucial goal in single-cell RNA-seq (scRNA-seq) analysis. Apart from overcoming the batch effects arising from various factors, single-cell annotation methods also face the challenge of effectively processing large-scale datasets. With the availability of an increase in the scRNA-seq datasets, integrating multiple datasets and addressing batch effects originating from diverse sources are also challenges in cell-type annotation. In this work, to overcome the challenges, we developed a supervised method called CIForm based on the Transformer for cell-type annotation of large-scale scRNA-seq data. To assess the effectiveness and robustness of CIForm, we have compared it with some leading tools on benchmark datasets. Through the systematic comparisons under various cell-type annotation scenarios, we exhibit that the effectiveness of CIForm is particularly pronounced in cell-type annotation. The source code and data are available at https://github.com/zhanglab-wbgcas/CIForm.",hybrid_symbolic_statistical,"cell_type_annotation, batch_correction",scRNA-seq
ss_b1ed4a03674571bd3406efa45c8bffdb30afd783,TransCluster: A Cell-Type Identification Method for single-cell RNA-Seq data using deep learning based on transformer,Tao Song; Huanhuan Dai; Shuang Wang; G. Wang; Xudong Zhang,2022,Frontiers in Genetics,10.3389/fgene.2022.1038919,,https://api.semanticscholar.org/graph/v1/paper/b1ed4a03674571bd3406efa45c8bffdb30afd783,SemanticScholar,"Recent advances in single-cell RNA sequencing (scRNA-seq) have accelerated the development of techniques to classify thousands of cells through transcriptome profiling. As more and more scRNA-seq data become available, supervised cell type classification methods using externally well-annotated source data become more popular than unsupervised clustering algorithms. However, accurate cellular annotation of single cell transcription data remains a significant challenge. Here, we propose a hybrid network structure called TransCluster, which uses linear discriminant analysis and a modified Transformer to enhance feature learning. It is a cell-type identification tool for single-cell transcriptomic maps. It shows high accuracy and robustness in many cell data sets of different human tissues. It is superior to other known methods in external test data set. To our knowledge, TransCluster is the first attempt to use Transformer for annotating cell types of scRNA-seq, which greatly improves the accuracy of cell-type identification.",other_or_unclassified,cell_type_annotation,scRNA-seq
ss_dbcc090597ffe99d0252d913afde3ebfced21c3e,GRLGRN: graph representation-based learning to infer gene regulatory networks from single-cell RNA-seq data,Kai Wang; Yulong Li; Fei Liu; Xiaoli Luan; Xinglong Wang,2025,Bioinformatics,10.1186/s12859-025-06116-1,,https://api.semanticscholar.org/graph/v1/paper/dbcc090597ffe99d0252d913afde3ebfced21c3e,SemanticScholar,"A gene regulatory network (GRN) is a graph-level representation that describes the regulatory relationships between transcription factors and target genes in cells. The reconstruction of GRNs can help investigate cellular dynamics, drug design, and metabolic systems, and the rapid development of single-cell RNA sequencing (scRNA-seq) technology provides important opportunities while posing significant challenges for reconstructing GRNs. A number of methods for inferring GRNs have been proposed in recent years based on traditional machine learning and deep learning algorithms. However, inferring the GRN from scRNA-seq data remains challenging owing to cellular heterogeneity, measurement noise, and data dropout. In this study, we propose a deep learning model called graph representational learning GRN (GRLGRN) to infer the latent regulatory dependencies between genes based on a prior GRN and data on the profiles of single-cell gene expressions. GRLGRN uses a graph transformer network to extract implicit links from the prior GRN, and encodes the features of genes by using both an adjacency matrix of implicit links and a matrix of the profile of gene expression. Moreover, it uses attention mechanisms to improve feature extraction, and feeds the refined gene embeddings into an output module to infer gene regulatory relationships. To evaluate the performance of GRLGRN, we compared it with prevalent models and performed ablation experiments on seven cell-line datasets with three ground-truth networks. The results showed that GRLGRN achieved the best predictions in AUROC and AUPRC on 78.6% and 80.9% of the datasets, and achieved an average improvement of 7.3% in AUROC and 30.7% in AUPRC. The interpretation discussion and the network visualization were conducted. The experimental results and case studies illustrate the considerable performance of GRLGRN in predicting gene interactions and provide interpretability for the prediction tasks, such as identifying hub genes in the network and uncovering implicit links.",hybrid_symbolic_statistical,perturbation_prediction,scRNA-seq
ss_11e229cf48d595d655cf9018d85b7b9b1f77f893,"Inferring single-cell resolution spatial gene expression via fusing spot-based spatial transcriptomics, location, and histology using GCN",Shuailin Xue; Fangfang Zhu; Jinyu Chen; Wenwen Min,2024,bioRxiv,10.1101/2024.10.27.620535,,https://api.semanticscholar.org/graph/v1/paper/11e229cf48d595d655cf9018d85b7b9b1f77f893,SemanticScholar,"Spatial transcriptomics technology allows for the detection of cellular transcriptome information while preserving the spatial location of cells. This capability enables researchers to better understand the cellular heterogeneity, spatial organization and functional interactions in complex biological systems. However, current technological methods are limited by low resolution, which reduces the accuracy of gene expression levels. Here, we propose scstGCN, a multimodal information fusion method based on Vision Transformer (ViT) and Graph Convolutional Network (GCN) that integrates histological images, spot-based spatial transcriptomics data and spatial location information to infer super-resolution gene expression profiles at single-cell level. We evaluated the accuracy of the super-resolution gene expression profiles generated on diverse tissue ST datasets with disease and healthy by scstGCN along with their performance in identifying spatial patterns, conducting functional enrichment analysis, and tissue annotation. The results show that scstGCN can predict super-resolution gene expression accurately, aid researchers in discovering biologically meaningful differentially expressed genes and pathways. Additionally, scstGCN can segment and annotate tissues at a finer granularity, with results demonstrating strong consistency with coarse manual annotations. Key Points scstGCN combines multi-modal information including histology image, spot-based spatial transcriptomics (ST) data, and physical spatial location through deep learning methods to achieve single-cell resolution of spot-based ST data without requiring single-cell references. scstGCN employs GCN to capture complex relationships between neighboring cells, facilitating the integration of multimodal feature information based on single-cell level, and then accurately infers single-cell resolution spatial gene expression. scstGCN can infer single-cell resolution gene expression across the entire tissue region. Through transfer learning, gene expression in three-dimensional tissues can be characterized efficiently. Furthermore, it demonstrates outstanding performance in spatial patterns enhancement, functional enrichment analysis, and annotate tissues at the high-resolution.",graph_neural_network,"cell_type_annotation, batch_correction, generation, spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
ss_bfbdfeaf53283ed4386e102e9ede36be2d11ac3a,Topology and Control Method of a Single-Cell Matrix-Type Solid-State Transformer,Hui Wang; Yichun Zhang; Yao Sun; Minghui Zheng; Xiao Liang,2020,IEEE Journal of Emerging and Selected Topics in Power Electronics,10.1109/jestpe.2019.2940514,,https://api.semanticscholar.org/graph/v1/paper/bfbdfeaf53283ed4386e102e9ede36be2d11ac3a,SemanticScholar,"Aiming at fulfilling the desirable features of compact structure, high efficiency, high reliability, and multifunctionality for the solid state transformers (SSTs), a single-cell matrix-type SST as well as its control method is proposed as the interface between the medium-voltage (MV) and the low-voltage (LV) levels for direct MV AC to LV AC conversion. To achieve zero voltage switching (ZVS) at both the MV and LV sides, a modulation scheme to construct the special resonant currents during the dead time by actively controlling the MV and LV side gate signals is implemented. Furthermore, the ZVS conditions of the MV and LV side bridges are analyzed, and system parameters are properly designed to ensure full range ZVS operation. A 1-kW SST prototype is developed to verify the functionality and effectiveness of the proposed methods. The experiments show that sinusoidal input and output, bidirectional power flow capability, and ZVS at both sides over wide input voltage and load ranges are achieved with the nominal efficiency of 96.1%. The experimental results match the theoretical analysis and the simulation results well.",other_or_unclassified,unspecified,unspecified
ss_fd379bbf385fbba692dbb10ae4d409bfe7e9c710,scEMB: Learning context representation of genes based on large-scale single-cell transcriptomics,Kang-Lin Hsieh; Yan Chu; Xiaoyang Li; P. Pilie; Yulin Dai,2024,bioRxiv,10.1101/2024.09.24.614685,,https://api.semanticscholar.org/graph/v1/paper/fd379bbf385fbba692dbb10ae4d409bfe7e9c710,SemanticScholar,"Background The rapid advancement of single-cell transcriptomic technologies has led to the curation of millions of cellular profiles, providing unprecedented insights into cellular heterogeneity across various tissues and developmental stages. This growing wealth of data presents an opportunity to uncover complex gene-gene relationships, yet also poses significant computational challenges. Results We present scEMB, a transformer-based deep learning model developed to capture context-aware gene embeddings from large-scale single-cell transcriptomics data. Trained on over 30 million single-cell transcriptomes, scEMB utilizes an innovative binning strategy that integrates data across multiple platforms, effectively preserving both gene expression hierarchies and cell-type specificity. In downstream tasks such as batch integration, clustering, and cell type annotation, scEMB demonstrates superior performance compared to existing models like scGPT and Geneformer. Notably, scEMB excels in silico correlation analysis, accurately predicting gene perturbation effects in CRISPR-edited datasets and microglia state transition, identifying a few known Alzheimer’s disease (AD) risks genes in top gene list. Additionally, scEMB offers robust fine-tuning capabilities for domain-specific applications, making it a versatile tool for tackling diverse biological problems such as therapeutic target discovery and disease modeling. Conclusions scEMB represents a powerful tool for extracting biologically meaningful insights from complex gene expression data. Its ability to model in silico perturbation effects and conduct correlation analyses in the embedding space highlights its potential to accelerate discoveries in precision medicine and therapeutic development.",transformer_masked_lm,"cell_type_annotation, perturbation_prediction, batch_correction",scRNA-seq
ss_b558345c860766beacd18d88d744287bed775434,Transformer-based deep learning for accurate detection of multiple base modifications using single molecule real-time sequencing,Xi Hu; Yuwei Shi; Suk Hang Cheng; Zhaoyang Huang; Ze Zhou,2025,Communications Biology,10.1038/s42003-025-08009-8,,https://api.semanticscholar.org/graph/v1/paper/b558345c860766beacd18d88d744287bed775434,SemanticScholar,"We had previously reported a convolutional neural network (CNN) based approach, called the holistic kinetic model (HK model 1), for detecting 5-methylcytosine (5mC) by single molecule real-time sequencing (Pacific Biosciences). In this study, we constructed a hybrid model with CNN and transformer layers, named HK model 2. We improve the area under the receiver operating characteristic curve (AUC) for 5mC detection from 0.91 for HK model 1 to 0.99 for HK model 2. We further demonstrate that HK model 2 can detect other types of base modifications, such as 5-hydroxymethylcytosine (5hmC) and N6-methyladenine (6mA). Using HK model 2 to analyze 5mC patterns of cell-free DNA (cfDNA) molecules, we demonstrate the enhanced detection of patients with hepatocellular carcinoma, with an AUC of 0.97. Moreover, HK model 2-based detection of 6mA enables the detection of jagged ends of cfDNA and the delineation of cellular chromatin structures. HK model 2 is thus a versatile tool expanding the applications of single molecule real-time sequencing in liquid biopsies. HK model 2, a hybrid convolutional neural network and transformer model, improves 5mC detection with an AUC of 0.99 and can detect 5hmC and 6mA. It enhances tissue-of-origin analysis of cell-free DNA, possibly expanding liquid biopsy applications.",hybrid_symbolic_statistical,unspecified,scATAC-seq
ss_2fd36ab5d27c28324c14047f0ee852e475af152f,Demonstration of transformer-based ALBERT model on a 14nm analog AI inference chip,A. Chen; S. Ambrogio; P. Narayanan; A. Okazaki; C. Mackin,2025,Nature Communications,10.1038/s41467-025-63794-4,,https://api.semanticscholar.org/graph/v1/paper/2fd36ab5d27c28324c14047f0ee852e475af152f,SemanticScholar,"ALite Bidirectional Encoder Representations from Transformers model is demonstrated on an analog inference chip fabricated at 14nm node with phase change memory. The 7.1 million unique analog weights shared across 12 layers are mapped to a single chip, accurately programmed into the conductance of 28.3 million devices, for this first analog hardware demonstration of a meaningfully large Transformer model. The implemented model achieved near iso-accuracy on the General Language Understanding Evaluation benchmark of seven tasks, despite the presence of weight-programming errors, hardware imperfections, readout noise, and error propagation. The average hardware accuracy was only 1.8% below that of the floating-point reference, with several tasks at full iso-accuracy. Careful fine-tuning of model weights using hardware-aware techniques contributes an average hardware accuracy improvement of 4.4%. Accuracy loss due to conductance drift – measured to be roughly 5% over 30 days – was reduced to less than 1% with a recalibration-based “drift compensation” technique. The authors report the implementation of a Transformer-based model on the same architecture used in Large Language Models in a 14nm analog AI accelerator with 35 million Phase Change Memory devices, which achieves near iso-accuracy despite hardware imperfections and noise.",transformer_masked_lm,unspecified,unspecified
ss_424132ec245c3173685751ac1101c3be6cc55a67,xTrimoGene: An Efficient and Scalable Representation Learner for Single-Cell RNA-Seq Data,Jing Gong; Minsheng Hao; Xin Zeng; Chiming Liu; Jianzhu Ma,2023,bioRxiv,10.1101/2023.03.24.534055,2311.15156,https://api.semanticscholar.org/graph/v1/paper/424132ec245c3173685751ac1101c3be6cc55a67,SemanticScholar,"The advances in high-throughput sequencing technology have led to significant progress in measuring gene expressions in single-cell level. The amount of publicly available single-cell RNA-seq (scRNA-seq) data is already surpassing 50M records for human with each record measuring 20,000 genes. This highlights the need for unsupervised representation learning to fully ingest these data, yet classical transformer architectures are prohibitive to train on such data in terms of both computation and memory. To address this challenge, we propose a novel asymmetric encoder-decoder transformer for scRNA-seq data, called xTrimoGene, which leverages the sparse characteristic of the data to scale up the pre-training. This scalable design of xTrimoGene reduces FLOPs by one to two orders of magnitude compared to classical transformers while maintaining high accuracy, enabling us to train the largest transformer models over the largest scRNA-seq dataset today. Our experiments also show that the performance of xTrimoGene improves as we increase the model sizes, and it also leads to SOTA performance over various downstream tasks, such as cell classification, perturb-seq effect prediction, and drug combination prediction.",foundation_scale_pretraining,"cell_type_annotation, perturbation_prediction",scRNA-seq
ss_00d038c022f2da6a0ee107d8480aa04434a01318,Single-Cell Raman Profiling Enables Rapid Precision Phage Therapy Against Multidrug-Resistant Hypervirulent Klebsiella pneumoniae,Beimin Liu; Chao Wang; Qingyang Zeng; Min Wei; Weilai Lu,2026,bioRxiv,10.64898/2026.01.25.701629,,https://api.semanticscholar.org/graph/v1/paper/00d038c022f2da6a0ee107d8480aa04434a01318,SemanticScholar,,other_or_unclassified,perturbation_prediction,unspecified
ss_b025eae68b61a5fdfcc4c6ea3e16aefc8b488630,DeepMAPS: Single-cell biological network inference using heterogeneous graph,A. Ma; Xiaoying Wang; Cankun Wang; Jingxiang Li; Tong Xiao,2021,,,,https://api.semanticscholar.org/graph/v1/paper/b025eae68b61a5fdfcc4c6ea3e16aefc8b488630,SemanticScholar,,other_or_unclassified,unspecified,unspecified
ss_b1e90b67675b6d7ae88b563a93cb4d375857cb15,CellPLM: Pre-training of Cell Language Model Beyond Single Cells,Hongzhi Wen; Wenzhuo Tang; Xinnan Dai; Jiayuan Ding; Wei Jin,2023,bioRxiv,10.1101/2023.10.03.560734,,https://api.semanticscholar.org/graph/v1/paper/b1e90b67675b6d7ae88b563a93cb4d375857cb15,SemanticScholar,"The current state-of-the-art single-cell pre-trained models are greatly inspired by the success of large language models. They trained transformers by treating genes as tokens and cells as sentences. However, three fundamental differences between single-cell data and natural language data are overlooked: (1) scRNA-seq data are presented as bag-of-genes instead of sequences of RNAs; (2) Cell-cell relations are more intricate and important than inter-sentence relations; and (3) The quantity of single-cell data is considerably inferior to text data, and they are very noisy. In light of these characteristics, we propose a new pre-trained model CellPLM, which takes cells as tokens and tissues as sentences. In addition, we leverage spatially-resolved transcriptomic data in pre-training to facilitate learning cell-cell relationships and introduce a Gaussian mixture prior distribution as an additional inductive bias to overcome data limitation. CellPLM is the first single-cell pre-trained transformer that encodes cell-cell relations and it consistently outperforms existing pre-trained and non-pre-trained models in diverse downstream tasks, with 100x times higher inference speed compared to existing pre-trained models.",spatial_omics,spatial_reconstruction,"scRNA-seq, Spatial"
ss_336d539daa17f126463a3373d00df732a0f04c83,Multimodal foundation transformer models for multiscale genomics,S. Khan; Xabier Martinez-de-Morentin; Abdel Rahman Alsabbagh; A. Maillo; V. Lagani,2025,Nature Methods,10.1038/s41592-025-02918-6,,https://api.semanticscholar.org/graph/v1/paper/336d539daa17f126463a3373d00df732a0f04c83,SemanticScholar,,multimodal_fusion,multimodal_integration,unspecified
ss_332738bf4a001e0a284389c0185eec59e69a5239,A novel sequence-based transformer model architecture for integrating multi-omics data in preterm birth risk prediction,Si Zhou; Chenchen Guan; Siwei Deng; Yibing Zhu; Wenzhi Yang,2025,npj Digital Medicine,10.1038/s41746-025-01942-2,,https://api.semanticscholar.org/graph/v1/paper/332738bf4a001e0a284389c0185eec59e69a5239,SemanticScholar,"Preterm birth (PTB) significantly contributes to maternal and perinatal mortality and lifelong morbidity. While large language models (LLM) offer considerable potential for disease risk prediction and early detection, their application to PTB prediction using multi-omics data remains limited. We developed a novel transformer-based architecture for integrating cell free (cfDNA) and cfRNA sequencing data for PTB risk prediction. In the test set, the cfDNA LLM model achieved an AUC of 0.822, and the cfRNA LLM model achieved 0.851. Integrating cfDNA and cfRNA data within the transformer-based framework outperformed both, reaching an AUC of 0.890, a significant improvement over single-modality models. Additionally, we explored cfRNA and cfDNA integration using RNA editing and achieved an AUC of 0.82. This underscores the potential of multi-omics data fusion, with transformer-based architectures providing a powerful framework for disease risk assessment, and demonstrates the potential of AI-driven multi-omics for broader applications in precision obstetrics and biomedicine.",multimodal_fusion,"batch_correction, multimodal_integration",unspecified
ss_b57a49bd0e05cdde73c2ec2731aad6bf229f45e3,MetaLLM: Residue-wise Metal ion Prediction Using Deep Transformer Model,F. S. Shishir; Bishnu Sarker; Farzana Rahman; S. Shomaji,2023,bioRxiv,10.1101/2023.03.20.533488,,https://api.semanticscholar.org/graph/v1/paper/b57a49bd0e05cdde73c2ec2731aad6bf229f45e3,SemanticScholar,,foundation_scale_pretraining,unspecified,unspecified
ss_1e8fcf495dbc386591fcbab75df75ac41a503859,Single Cells Are Spatial Tokens: Transformers for Spatial Transcriptomic Data Imputation,Haifang Wen; Wenzhuo Tang; Wei Jin; Jiayuan Ding; Renming Liu,2023,arXiv.org,10.48550/arXiv.2302.03038,2302.03038,https://api.semanticscholar.org/graph/v1/paper/1e8fcf495dbc386591fcbab75df75ac41a503859,SemanticScholar,"Spatially resolved transcriptomics brings exciting breakthroughs to single-cell analysis by providing physical locations along with gene expression. However, as a cost of the extremely high spatial resolution, the cellular level spatial transcriptomic data suffer significantly from missing values. While a standard solution is to perform imputation on the missing values, most existing methods either overlook spatial information or only incorporate localized spatial context without the ability to capture long-range spatial information. Using multi-head self-attention mechanisms and positional encoding, transformer models can readily grasp the relationship between tokens and encode location information. In this paper, by treating single cells as spatial tokens, we study how to leverage transformers to facilitate spatial tanscriptomics imputation. In particular, investigate the following two key questions: (1) $\textit{how to encode spatial information of cells in transformers}$, and (2) $\textit{ how to train a transformer for transcriptomic imputation}$. By answering these two questions, we present a transformer-based imputation framework, SpaFormer, for cellular-level spatial transcriptomic data. Extensive experiments demonstrate that SpaFormer outperforms existing state-of-the-art imputation algorithms on three large-scale datasets while maintaining superior computational efficiency.",spatial_omics,"generation, spatial_reconstruction","scRNA-seq, Spatial"
ss_8c9b08fef2e9d8e40a86bd71035ee479760cde50,Deciphering cell types by integrating scATAC-seq data with genome sequences,Yuansong Zeng; Mai Luo; Ningyuan Shangguan; Peiyu Shi; Junxi Feng,2024,Nature Computational Science,10.1038/s43588-024-00622-7,,https://api.semanticscholar.org/graph/v1/paper/8c9b08fef2e9d8e40a86bd71035ee479760cde50,SemanticScholar,"The single-cell assay for transposase-accessible chromatin using sequencing (scATAC-seq) technology provides insight into gene regulation and epigenetic heterogeneity at single-cell resolution, but cell annotation from scATAC-seq remains challenging due to high dimensionality and extreme sparsity within the data. Existing cell annotation methods mostly focus on the cell peak matrix without fully utilizing the underlying genomic sequence. Here we propose a method, SANGO, for accurate single-cell annotation by integrating genome sequences around the accessibility peaks within scATAC data. The genome sequences of peaks are encoded into low-dimensional embeddings, and then iteratively used to reconstruct the peak statistics of cells through a fully connected network. The learned weights are considered as regulatory modes to represent cells, and utilized to align the query cells and the annotated cells in the reference data through a graph transformer network for cell annotations. SANGO was demonstrated to consistently outperform competing methods on 55 paired scATAC-seq datasets across samples, platforms and tissues. SANGO was also shown to be able to detect unknown tumor cells through attention edge weights learned by the graph transformer. Moreover, from the annotated cells, we found cell-type-specific peaks that provide functional insights/biological signals through expression enrichment analysis, cis-regulatory chromatin interaction analysis and motif enrichment analysis. This study introduces SANGO, a method for accurate single-cell annotation leveraging genomic sequences around accessibility peaks within single-cell ATAC sequencing data. SANGO consistently outperforms existing methods across diverse datasets for identification of cell type and detection of unknown tumor cells. SANGO enables the discovery of cell-type-specific functional insights through expression enrichment, cis-regulatory chromatin interactions and motif enrichment analyses.",foundation_scale_pretraining,"cell_type_annotation, multimodal_integration",scATAC-seq
